ISCN 1-1 (2015-12-10),dataset_name_sub,dataset_name_soc,lat (dec. deg),long (dec. deg),datum (datum),state (state_province),country (country),site_name,observation_date (YYYY-MM-DD),profile_name,layer_name,layer_top (cm),layer_bot (cm),hzn_desgn_other,hzn,hzn_desgn,layer_note,color,vegclass_local,soil_taxon,soil_series,bd_method,bd_samp (g cm-3),bd_tot (g cm-3),bd_whole (g cm-3),bd_other (g cm-3),bdNRCS_prep_code,cNRCS_prep_code,c_method,c_tot (percent),oc (percent),loi (percent),n_tot (percent),c_to_n (mass ratio),soc (g cm-2),soc_carbon_flag,soc_method,ph_method,ph_cacl,ph_h2o,ph_other,caco3 (percent),sand_tot_psa (percent),silt_tot_psa (percent),clay_tot_psa (percent),wpg2_method,wpg2 (percent),cat_exch (cmol H+ kg-1),al_dith (specified by al_fe_units),al_ox (specified by al_fe_units),al_other (specified by al_fe_units),fe_dith (specified by al_fe_units),fe_ox (specified by al_fe_units),fe_other (specified by al_fe_units),mn_dith (specified by al_fe_units),mn_ox (specified by al_fe_units),mn_other (specified by al_fe_units),al_fe_units (extract_units),al_fe_method,ca_al (specified by bc_units),ca_ext (specified by bc_units),k_ext (specified by bc_units),mg_ext (specified by bc_units),na_ext (specified by bc_units),bc_units (extract_units),bc_method,base_sum (specified by cec_h_units),cec_sum (specified by cec_h_units),ecec (specified by cec_h_units),cec_h_units (extract_units),bs (percent),bs_sum (percent),h_ext (specified by metal_ext_units),zn_ext (specified by metal_ext_units),metal_ext_units (extract_units),metal_ext_method,p_bray (specified by p_units),p_ox (specified by p_units),p_meh (specified by p_units),p_other (specified by p_units),p_units (extract_units),p_method,root_quant_size,root_weight (g),15n (‰),13c (‰),14c (‰),14c_sigma (‰),14c_age (BP),14c_age_sigma (BP),fraction_modern,fraction_modern_sigma,textureClass,locator_parent_alias
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.228520000000003,-90.510689999999997,WGS84,Missouri,United States,1998MO223048,35969,M9822318,MU010459,0,15,NA,A,Ap,NA,NA,NA,"Coarse-silty, mixed, superactive, mesic Typic Hapludalfs",Bearthicket,NA,NA,NA,NA,NA,NA,S,NA,NA,1.1000000000000001,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.5,6.1,NA,NA,28,60,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.1,2.2999999999999998,0.1,meq 100g-1,NA,7.5,11.3,NA,meq 100g-1,77,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.228520000000003,-90.510689999999997,WGS84,Missouri,United States,1998MO223048,35969,M9822318,MU010460,15,51,NA,B,Bt1,NA,NA,NA,"Coarse-silty, mixed, superactive, mesic Typic Hapludalfs",Bearthicket,NA,NA,NA,NA,NA,NA,S,NA,NA,0.6,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.6,6.3,NA,NA,15,69,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.1,3.5,0.1,meq 100g-1,NA,11.2,NA,NA,meq 100g-1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.228520000000003,-90.510689999999997,WGS84,Missouri,United States,1998MO223048,35969,M9822318,MU010461,51,71,NA,B,Bt2,NA,NA,NA,"Coarse-silty, mixed, superactive, mesic Typic Hapludalfs",Bearthicket,NA,NA,NA,NA,NA,NA,S,NA,NA,0.5,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.5,6.2,NA,NA,30,53,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,0.1,1.7,0,meq 100g-1,NA,8.3000000000000007,13.1,NA,meq 100g-1,79,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.228520000000003,-90.510689999999997,WGS84,Missouri,United States,1998MO223048,35969,M9822318,MU010462,71,127,NA,B,Bt3,NA,NA,NA,"Coarse-silty, mixed, superactive, mesic Typic Hapludalfs",Bearthicket,NA,NA,NA,NA,NA,NA,S,NA,NA,0.5,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.3,6,NA,NA,23,59,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,0.1,1.6,0.1,meq 100g-1,NA,8.8000000000000007,14.5,NA,meq 100g-1,79,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.228520000000003,-90.510689999999997,WGS84,Missouri,United States,1998MO223048,35969,M9822318,MU010463,127,147,NA,B,2Bw,NA,NA,NA,"Coarse-silty, mixed, superactive, mesic Typic Hapludalfs",Bearthicket,NA,NA,NA,NA,NA,NA,S,NA,NA,0.7,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.3,6,NA,NA,27,56,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,0.1,2,0.1,meq 100g-1,NA,9.6,15.6,NA,meq 100g-1,79,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.228520000000003,-90.510689999999997,WGS84,Missouri,United States,1998MO223048,35969,M9822318,MU010464,147,183,NA,B,2Bw1,NA,NA,NA,"Coarse-silty, mixed, superactive, mesic Typic Hapludalfs",Bearthicket,NA,NA,NA,NA,NA,NA,S,NA,NA,0.3,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.3,6,NA,NA,66,26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,0.1,1.2,0.1,meq 100g-1,NA,4.5,NA,NA,meq 100g-1,83,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019280,0,13,NA,A,A1,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,1.9,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.7,6.5,NA,NA,32,52,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1999999999999993,0.2,2.8,0,meq 100g-1,NA,11.2,16.8,NA,meq 100g-1,82,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019281,13,23,NA,A,A2,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,1.1000000000000001,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.9,6.6,NA,NA,39,47,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.2,2.4,0,meq 100g-1,NA,9.6,13.9,NA,meq 100g-1,91,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019282,23,36,NA,C,C1,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,0.6,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.9,6.5,NA,NA,59,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0999999999999996,0.1,2,0,meq 100g-1,NA,6.2,NA,NA,meq 100g-1,87,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019283,36,51,NA,C,C2,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,0.5,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.9,6.6,NA,NA,65,26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.1,1.6,0,meq 100g-1,NA,5.2,NA,NA,meq 100g-1,85,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019284,51,91,NA,C,C3,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,0.3,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.9,6.5,NA,NA,64,28,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.1,1.6,0,meq 100g-1,NA,4.5999999999999996,NA,NA,meq 100g-1,67,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019285,91,127,NA,C,2C4,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.9,6.6,NA,NA,85,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.1,0.8,0,meq 100g-1,NA,2.5,NA,NA,meq 100g-1,78,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019286,127,165,NA,C,2C5,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,0.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.9,6.7,NA,NA,78,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.1,1.1000000000000001,0,meq 100g-1,NA,3.3,NA,NA,meq 100g-1,72,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.231070000000003,-90.511430000000004,WGS84,Missouri,United States,1998MO223068,36033,M9822326,MU019287,165,203,NA,C,2C6,NA,NA,NA,"Coarse-loamy, siliceous, superactive, nonacid, mesic Typic Udifluvents",Kaintuck,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.9,6.6,NA,NA,85,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.1,0.8,0,meq 100g-1,NA,2.2999999999999998,NA,NA,meq 100g-1,74,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061479,0,18,NA,A,Ap1,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,1.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,6.1,6.4,NA,NA,48,36,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.2,2.8,0,meq 100g-1,NA,8.4,12,NA,meq 100g-1,83,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061480,18,30,NA,A,A,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,0.6,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.7,6.1,NA,NA,50,34,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,0.1,2,0,meq 100g-1,NA,5.8,10,NA,meq 100g-1,62,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061481,30,51,NA,B,Bt1,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,0.4,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.6,6.2,NA,NA,53,28,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4000000000000004,0.1,2.8,0,meq 100g-1,NA,7.3,11,NA,meq 100g-1,77,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061482,51,69,NA,B,Bt2,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,0.3,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5.8,6.4,NA,NA,68,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0.1,3.2,0,meq 100g-1,NA,8,11.9,NA,meq 100g-1,78,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061483,69,94,NA,B,Bt3,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,0.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,6.4,6.8,NA,NA,66,14,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5999999999999996,0.1,3.2,0,meq 100g-1,NA,7.9,11.4,NA,meq 100g-1,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061484,94,122,NA,B,2Btg1,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,6.6,7,NA,NA,39,18,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,0.3,9.8000000000000007,0.1,meq 100g-1,NA,21.3,23.5,NA,meq 100g-1,100,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061485,122,157,NA,B,2Btg2,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,6.8,7.2,NA,NA,40,20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.2,7.6,0.1,meq 100g-1,NA,16.899999999999999,20.7,NA,meq 100g-1,80,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.111550000000001,-91.252009999999999,WGS84,Missouri,United States,1998MO203001M,35844,M9861301,MU061486,157,170,NA,B,2Btg3,NA,NA,NA,"Fine-loamy, mixed, active, mesic Typic Argiaquolls",Endoaqualf,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,6.8,7.2,NA,NA,31,26,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,0.3,8.5,0,meq 100g-1,NA,19.3,22,NA,meq 100g-1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.125770000000003,-91.183059999999998,WGS84,Missouri,United States,1998MO203013M,35866,M9861313,MU061521,0,18,NA,A,A,NA,NA,NA,"Fine-loamy, mixed, semiactive, mesic Typic Fragiudalfs",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,2.9,NA,NA,NA,NA,no_soc [no bd],no fill,NA,4.7,5.0999999999999996,NA,NA,33,57,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.3,1.2,0,meq 100g-1,NA,4.2,16.2,NA,meq 100g-1,39,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.125770000000003,-91.183059999999998,WGS84,Missouri,United States,1998MO203013M,35866,M9861313,MU061522,18,38,NA,E,E,NA,NA,NA,"Fine-loamy, mixed, semiactive, mesic Typic Fragiudalfs",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.4,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5,5.4,NA,NA,23,64,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.1,0.8,0,meq 100g-1,NA,2.4,7.2,NA,meq 100g-1,44,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.125770000000003,-91.183059999999998,WGS84,Missouri,United States,1998MO203013M,35866,M9861313,MU061523,38,61,NA,B,Bt1,NA,NA,NA,"Fine-loamy, mixed, semiactive, mesic Typic Fragiudalfs",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,4.2,4.5999999999999996,NA,NA,16,63,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.2,0.8,0,meq 100g-1,NA,1.7,9.9,NA,meq 100g-1,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.125770000000003,-91.183059999999998,WGS84,Missouri,United States,1998MO203013M,35866,M9861313,MU061524,61,81,NA,B,Bt2,NA,NA,NA,"Fine-loamy, mixed, semiactive, mesic Typic Fragiudalfs",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,4,4.7,NA,NA,23,54,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2,1.2,0,meq 100g-1,NA,2.4,11.5,NA,meq 100g-1,26,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.125770000000003,-91.183059999999998,WGS84,Missouri,United States,1998MO203013M,35866,M9861313,MU061525,81,97,NA,B,Bt3,NA,NA,NA,"Fine-loamy, mixed, semiactive, mesic Typic Fragiudalfs",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,4.7,5.4,NA,NA,40,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.2,1.2,0.1,meq 100g-1,NA,3.4,7.2,NA,meq 100g-1,60,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.125770000000003,-91.183059999999998,WGS84,Missouri,United States,1998MO203013M,35866,M9861313,MU061526,97,142,NA,B,2Btx1,NA,NA,NA,"Fine-loamy, mixed, semiactive, mesic Typic Fragiudalfs",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,4.8,5.4,NA,NA,39,50,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.2,1.2,0,meq 100g-1,NA,3.3,6.4,NA,meq 100g-1,72,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.125770000000003,-91.183059999999998,WGS84,Missouri,United States,1998MO203013M,35866,M9861313,MU061527,142,183,NA,B,2Btx2,NA,NA,NA,"Fine-loamy, mixed, semiactive, mesic Typic Fragiudalfs",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,5,5.8,NA,NA,39,48,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.3,1.2,0,meq 100g-1,NA,3.9,7.2,NA,meq 100g-1,68,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.128050000000002,-91.18656,WGS84,Missouri,United States,1998MO203014M,35872,M9861314,MU020976,0,20,NA,A,A,NA,NA,NA,"Loamy-skeletal, mixed, active, mesic Typic Fragiudults",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,2.2999999999999998,NA,NA,NA,NA,no_soc [no bd],no fill,NA,4.8,5.2,NA,NA,35,54,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.4,0.8,0,meq 100g-1,NA,3.6,13.1,4.0999999999999996,meq 100g-1,39,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.128050000000002,-91.18656,WGS84,Missouri,United States,1998MO203014M,35872,M9861314,MU020977,20,38,NA,B,Bt1,NA,NA,NA,"Loamy-skeletal, mixed, active, mesic Typic Fragiudults",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.5,NA,NA,NA,NA,no_soc [no bd],no fill,NA,4,5.0999999999999996,NA,NA,32,58,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0,0,meq 100g-1,NA,0.3,NA,2.4,meq 100g-1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.128050000000002,-91.18656,WGS84,Missouri,United States,1998MO203014M,35872,M9861314,MU020978,38,56,NA,B,Bt2,NA,NA,NA,"Loamy-skeletal, mixed, active, mesic Typic Fragiudults",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,3.9,4.4000000000000004,NA,NA,28,56,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,0.4,0,meq 100g-1,NA,1.1000000000000001,NA,4.4000000000000004,meq 100g-1,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.128050000000002,-91.18656,WGS84,Missouri,United States,1998MO203014M,35872,M9861314,MU020979,56,86,NA,B,2Btx1,NA,NA,NA,"Loamy-skeletal, mixed, active, mesic Typic Fragiudults",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,3.8,4.5,NA,NA,40,40,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,1.2,0,meq 100g-1,NA,2,10.199999999999999,7.5,meq 100g-1,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,37.128050000000002,-91.18656,WGS84,Missouri,United States,1998MO203014M,35872,M9861314,MU020980,86,124,NA,B,2Btx2,NA,NA,NA,"Loamy-skeletal, mixed, active, mesic Typic Fragiudults",Killarney,NA,NA,NA,NA,NA,NA,S,NA,NA,0,NA,NA,NA,NA,no_soc [no bd],no fill,NA,3.9,4.7,NA,NA,43,44,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.8,0,meq 100g-1,NA,1,NA,4,meq 100g-1,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
